timestamp,readingtime,temperature,humidity,pressure,altitude,temperature status,humidity status,pressure status
1638225629759,03:40:29 2021/11/30,21.18,51.68,953.16,512.75,NORMAL,NORMAL,NORMAL
1638225689768,03:41:29 2021/11/30,21.18,51.69,953.14,512.91,NORMAL,NORMAL,NORMAL
1638225749672,03:42:29 2021/11/30,21.18,51.59,953.15,512.82,NORMAL,NORMAL,NORMAL
1638225809678,03:43:29 2021/11/30,21.18,51.61,953.16,512.76,NORMAL,NORMAL,NORMAL
1638225869684,03:44:29 2021/11/30,21.17,51.61,953.15,512.84,NORMAL,NORMAL,NORMAL
1638225929691,03:45:29 2021/11/30,21.17,51.73,953.16,512.79,NORMAL,NORMAL,NORMAL
1638225989712,03:46:29 2021/11/30,21.17,51.69,953.14,512.96,NORMAL,NORMAL,NORMAL
1638226049708,03:47:29 2021/11/30,21.16,51.5,953.15,512.87,NORMAL,NORMAL,NORMAL
1638226109719,03:48:29 2021/11/30,21.17,51.69,953.15,512.85,NORMAL,NORMAL,NORMAL
1638226169720,03:49:29 2021/11/30,21.16,51.68,953.1,513.26,NORMAL,NORMAL,NORMAL
1638226229732,03:50:29 2021/11/30,21.17,51.64,953.14,512.91,NORMAL,NORMAL,NORMAL
1638226289755,03:51:29 2021/11/30,21.16,51.58,953.14,512.94,NORMAL,NORMAL,NORMAL
1638226349750,03:52:29 2021/11/30,21.16,51.74,953.15,512.84,NORMAL,NORMAL,NORMAL
1638226409746,03:53:29 2021/11/30,21.16,51.67,953.18,512.58,NORMAL,NORMAL,NORMAL
1638226469752,03:54:29 2021/11/30,21.15,51.74,953.17,512.63,NORMAL,NORMAL,NORMAL
1638226529762,03:55:29 2021/11/30,21.15,51.64,953.15,512.83,NORMAL,NORMAL,NORMAL
1638226589766,03:56:29 2021/11/30,21.15,51.58,953.18,512.58,NORMAL,NORMAL,NORMAL
1638226649775,03:57:29 2021/11/30,21.15,51.69,953.15,512.85,NORMAL,NORMAL,NORMAL
1638226709775,03:58:29 2021/11/30,21.14,51.66,953.16,512.77,NORMAL,NORMAL,NORMAL
1638226769782,03:59:29 2021/11/30,21.15,51.64,953.13,512.99,NORMAL,NORMAL,NORMAL
1638226829788,04:00:29 2021/11/30,21.14,51.58,953.11,513.16,NORMAL,NORMAL,NORMAL
1638226889795,04:01:29 2021/11/30,21.14,51.69,953.08,513.45,NORMAL,NORMAL,NORMAL
1638226949805,04:02:29 2021/11/30,21.14,51.69,953.12,513.14,NORMAL,NORMAL,NORMAL
1638227009807,04:03:29 2021/11/30,21.14,51.61,953.12,513.14,NORMAL,NORMAL,NORMAL
1638227069817,04:04:29 2021/11/30,21.14,51.63,953.09,513.39,NORMAL,NORMAL,NORMAL
1638227129826,04:05:29 2021/11/30,21.14,51.57,953.09,513.4,NORMAL,NORMAL,NORMAL
1638227189828,04:06:29 2021/11/30,21.14,51.74,953.13,512.98,NORMAL,NORMAL,NORMAL
1638227249834,04:07:29 2021/11/30,21.14,51.57,953.11,513.16,NORMAL,NORMAL,NORMAL
1638227309845,04:08:29 2021/11/30,21.13,51.54,953.1,513.28,NORMAL,NORMAL,NORMAL
1638227369860,04:09:29 2021/11/30,21.13,51.44,953.1,513.27,NORMAL,NORMAL,NORMAL
1638227429854,04:10:29 2021/11/30,21.13,51.64,953.12,513.06,NORMAL,NORMAL,NORMAL
1638227489860,04:11:29 2021/11/30,21.13,51.69,953.09,513.34,NORMAL,NORMAL,NORMAL
1638227549867,04:12:29 2021/11/30,21.13,51.56,953.11,513.16,NORMAL,NORMAL,NORMAL
1638227609886,04:13:29 2021/11/30,21.12,51.54,953.08,513.42,NORMAL,NORMAL,NORMAL
1638227669893,04:14:29 2021/11/30,21.12,51.66,953.06,513.63,NORMAL,NORMAL,NORMAL
1638227729888,04:15:29 2021/11/30,21.12,51.7,953.1,513.3,NORMAL,NORMAL,NORMAL
1638227789896,04:16:29 2021/11/30,21.12,51.7,953.09,513.39,NORMAL,NORMAL,NORMAL
1638227849901,04:17:29 2021/11/30,21.11,51.68,953.08,513.46,NORMAL,NORMAL,NORMAL
1638227909916,04:18:29 2021/11/30,21.11,51.57,953.07,513.51,NORMAL,NORMAL,NORMAL
1638227969914,04:19:29 2021/11/30,21.11,51.54,953.1,513.3,NORMAL,NORMAL,NORMAL
1638228029921,04:20:29 2021/11/30,21.11,51.44,953.11,513.18,NORMAL,NORMAL,NORMAL
1638228089928,04:21:29 2021/11/30,21.11,51.67,953.08,513.47,NORMAL,NORMAL,NORMAL
1638228149938,04:22:29 2021/11/30,21.11,51.66,953.1,513.25,NORMAL,NORMAL,NORMAL
1638228209943,04:23:29 2021/11/30,21.11,51.61,953.08,513.48,NORMAL,NORMAL,NORMAL
1638228269946,04:24:29 2021/11/30,21.11,51.57,953.04,513.79,NORMAL,NORMAL,NORMAL
1638228329955,04:25:29 2021/11/30,21.11,51.84,953.06,513.6,NORMAL,NORMAL,NORMAL
1638228389964,04:26:29 2021/11/30,21.11,51.64,953.06,513.63,NORMAL,NORMAL,NORMAL
1638228449970,04:27:29 2021/11/30,21.11,51.51,953.07,513.52,NORMAL,NORMAL,NORMAL
1638228509976,04:28:29 2021/11/30,21.11,51.58,953.06,513.63,NORMAL,NORMAL,NORMAL
1638228569982,04:29:29 2021/11/30,21.1,51.5,953.07,513.58,NORMAL,NORMAL,NORMAL
1638228629987,04:30:29 2021/11/30,21.1,51.75,953.06,513.61,NORMAL,NORMAL,NORMAL
1638228690006,04:31:30 2021/11/30,21.1,51.57,953.09,513.34,NORMAL,NORMAL,NORMAL
1638228750002,04:32:30 2021/11/30,21.09,51.66,953.12,513.09,NORMAL,NORMAL,NORMAL
1638228810017,04:33:30 2021/11/30,21.1,51.68,953.11,513.21,NORMAL,NORMAL,NORMAL
1638228870028,04:34:30 2021/11/30,21.1,51.44,953.12,513.07,NORMAL,NORMAL,NORMAL
1638228930021,04:35:30 2021/11/30,21.1,51.49,953.13,513.03,NORMAL,NORMAL,NORMAL
1638228990029,04:36:30 2021/11/30,21.09,51.67,953.08,513.44,NORMAL,NORMAL,NORMAL
1638229050033,04:37:30 2021/11/30,21.08,51.8,953.09,513.35,NORMAL,NORMAL,NORMAL
1638229110039,04:38:30 2021/11/30,21.08,51.57,953.07,513.53,NORMAL,NORMAL,NORMAL
1638229170047,04:39:30 2021/11/30,21.08,51.65,953.07,513.56,NORMAL,NORMAL,NORMAL
1638229230054,04:40:30 2021/11/30,21.08,51.58,953.07,513.54,NORMAL,NORMAL,NORMAL
1638229290061,04:41:30 2021/11/30,21.08,51.59,953.08,513.46,NORMAL,NORMAL,NORMAL
1638229350067,04:42:30 2021/11/30,21.08,51.69,953.05,513.7,NORMAL,NORMAL,NORMAL
1638229410077,04:43:30 2021/11/30,21.08,51.59,953.1,513.26,NORMAL,NORMAL,NORMAL
1638229470081,04:44:30 2021/11/30,21.08,51.61,953.09,513.37,NORMAL,NORMAL,NORMAL
1638229530086,04:45:30 2021/11/30,21.07,51.62,953.08,513.47,NORMAL,NORMAL,NORMAL
1638229590092,04:46:30 2021/11/30,21.07,51.8,953.07,513.51,NORMAL,NORMAL,NORMAL
1638229650105,04:47:30 2021/11/30,21.07,51.62,953.08,513.43,NORMAL,NORMAL,NORMAL
1638229710105,04:48:30 2021/11/30,21.07,51.81,953.07,513.54,NORMAL,NORMAL,NORMAL
1638229770115,04:49:30 2021/11/30,21.06,51.6,953.07,513.54,NORMAL,NORMAL,NORMAL
1638229830120,04:50:30 2021/11/30,21.07,51.54,953.05,513.72,NORMAL,NORMAL,NORMAL
1638229890129,04:51:30 2021/11/30,21.06,51.64,953.02,513.94,NORMAL,NORMAL,NORMAL
1638229959353,04:52:39 2021/11/30,21.06,51.73,953.03,513.93,NORMAL,NORMAL,NORMAL
1638230010142,04:53:30 2021/11/30,21.06,51.61,953,514.14,NORMAL,NORMAL,NORMAL
1638230070151,04:54:30 2021/11/30,21.06,51.66,953,514.17,NORMAL,NORMAL,NORMAL
1638230130062,04:55:30 2021/11/30,21.06,51.68,953,514.13,NORMAL,NORMAL,NORMAL
1638230196305,04:56:36 2021/11/30,21.06,51.63,953.01,514.07,NORMAL,NORMAL,NORMAL
1638230250063,04:57:30 2021/11/30,21.05,51.61,953.03,513.87,NORMAL,NORMAL,NORMAL
1638230310172,04:58:30 2021/11/30,21.05,51.53,953.01,514.08,NORMAL,NORMAL,NORMAL
1638230370178,04:59:30 2021/11/30,21.05,51.61,952.99,514.26,NORMAL,NORMAL,NORMAL
1638230430082,05:00:30 2021/11/30,21.05,51.6,953.02,513.94,NORMAL,NORMAL,NORMAL
1638230490090,05:01:30 2021/11/30,21.05,51.62,953.04,513.76,NORMAL,NORMAL,NORMAL
1638230550198,05:02:30 2021/11/30,21.04,51.63,953.03,513.85,NORMAL,NORMAL,NORMAL
1638230610206,05:03:30 2021/11/30,21.05,51.69,953.04,513.84,NORMAL,NORMAL,NORMAL
1638230670109,05:04:30 2021/11/30,21.04,51.57,953.05,513.69,NORMAL,NORMAL,NORMAL
1638230730117,05:05:30 2021/11/30,21.04,51.57,953.03,513.9,NORMAL,NORMAL,NORMAL
1638230790124,05:06:30 2021/11/30,21.04,51.57,953.03,513.87,NORMAL,NORMAL,NORMAL
1638230850134,05:07:30 2021/11/30,21.04,51.49,953.03,513.88,NORMAL,NORMAL,NORMAL
1638230910136,05:08:30 2021/11/30,21.04,51.62,953.04,513.83,NORMAL,NORMAL,NORMAL
1638230970142,05:09:30 2021/11/30,21.04,51.64,953.04,513.84,NORMAL,NORMAL,NORMAL
1638231030149,05:10:30 2021/11/30,21.03,51.73,953.01,514.03,NORMAL,NORMAL,NORMAL
1638231090156,05:11:30 2021/11/30,21.03,51.68,953.05,513.72,NORMAL,NORMAL,NORMAL
1638231150164,05:12:30 2021/11/30,21.03,51.66,953.04,513.78,NORMAL,NORMAL,NORMAL
1638231210170,05:13:30 2021/11/30,21.02,51.59,953.04,513.81,NORMAL,NORMAL,NORMAL
1638231270187,05:14:30 2021/11/30,21.02,51.47,953.08,513.49,NORMAL,NORMAL,NORMAL
1638231330187,05:15:30 2021/11/30,21.03,51.59,953.08,513.44,NORMAL,NORMAL,NORMAL
1638231390194,05:16:30 2021/11/30,21.01,51.72,953.04,513.79,NORMAL,NORMAL,NORMAL
1638231450208,05:17:30 2021/11/30,21.02,51.56,953.05,513.68,NORMAL,NORMAL,NORMAL
1638231510200,05:18:30 2021/11/30,21.02,51.7,953.09,513.34,NORMAL,NORMAL,NORMAL
1638231570208,05:19:30 2021/11/30,21.01,51.47,953.09,513.4,NORMAL,NORMAL,NORMAL
1638231630213,05:20:30 2021/11/30,21.02,51.66,953.11,513.16,NORMAL,NORMAL,NORMAL
1638231690220,05:21:30 2021/11/30,21.02,51.61,953.14,512.96,NORMAL,NORMAL,NORMAL
1638231750227,05:22:30 2021/11/30,21.01,51.54,953.16,512.74,NORMAL,NORMAL,NORMAL
1638231810233,05:23:30 2021/11/30,21.01,51.49,953.16,512.78,NORMAL,NORMAL,NORMAL
1638231870342,05:24:30 2021/11/30,21.01,51.65,953.14,512.91,NORMAL,NORMAL,NORMAL
1638231930247,05:25:30 2021/11/30,21.01,51.62,953.18,512.54,NORMAL,NORMAL,NORMAL
1638231990253,05:26:30 2021/11/30,21,51.47,953.22,512.19,NORMAL,NORMAL,NORMAL
1638232050265,05:27:30 2021/11/30,21,51.73,953.18,512.62,NORMAL,NORMAL,NORMAL
1638232110267,05:28:30 2021/11/30,21,51.57,953.21,512.28,NORMAL,NORMAL,NORMAL
1638232170273,05:29:30 2021/11/30,21,51.66,953.25,512,NORMAL,NORMAL,NORMAL
1638232230283,05:30:30 2021/11/30,20.99,51.55,953.27,511.77,NORMAL,NORMAL,NORMAL
1638232290286,05:31:30 2021/11/30,20.99,51.61,953.29,511.58,NORMAL,NORMAL,NORMAL
1638232350293,05:32:30 2021/11/30,20.99,51.53,953.32,511.32,NORMAL,NORMAL,NORMAL
1638232410299,05:33:30 2021/11/30,20.98,51.51,953.28,511.68,NORMAL,NORMAL,NORMAL
1638232470306,05:34:30 2021/11/30,20.99,51.68,953.31,511.42,NORMAL,NORMAL,NORMAL
1638232530313,05:35:30 2021/11/30,20.99,51.67,953.31,511.46,NORMAL,NORMAL,NORMAL
1638232590327,05:36:30 2021/11/30,20.99,51.5,953.32,511.33,NORMAL,NORMAL,NORMAL
1638232650333,05:37:30 2021/11/30,20.98,51.56,953.33,511.26,NORMAL,NORMAL,NORMAL
1638232710343,05:38:30 2021/11/30,20.98,51.69,953.36,510.98,NORMAL,NORMAL,NORMAL
1638232770339,05:39:30 2021/11/30,20.98,51.52,953.34,511.2,NORMAL,NORMAL,NORMAL
1638232830345,05:40:30 2021/11/30,20.98,51.67,953.33,511.24,NORMAL,NORMAL,NORMAL
1638232890353,05:41:30 2021/11/30,20.98,51.58,953.28,511.7,NORMAL,NORMAL,NORMAL
1638232950359,05:42:30 2021/11/30,20.97,51.6,953.26,511.92,NORMAL,NORMAL,NORMAL
1638233010366,05:43:30 2021/11/30,20.98,51.61,953.27,511.78,NORMAL,NORMAL,NORMAL
1638233070372,05:44:30 2021/11/30,20.98,51.5,953.27,511.8,NORMAL,NORMAL,NORMAL
1638233130380,05:45:30 2021/11/30,20.97,51.59,953.26,511.83,NORMAL,NORMAL,NORMAL
1638233190424,05:46:30 2021/11/30,20.97,51.64,953.27,511.78,NORMAL,NORMAL,NORMAL
1638233250392,05:47:30 2021/11/30,20.97,51.63,953.25,511.96,NORMAL,NORMAL,NORMAL
1638233310399,05:48:30 2021/11/30,20.97,51.52,953.29,511.64,NORMAL,NORMAL,NORMAL
1638233370406,05:49:30 2021/11/30,20.97,51.65,953.29,511.63,NORMAL,NORMAL,NORMAL
1638233430412,05:50:30 2021/11/30,20.97,51.67,953.28,511.69,NORMAL,NORMAL,NORMAL
1638233490419,05:51:30 2021/11/30,20.97,51.7,953.29,511.58,NORMAL,NORMAL,NORMAL
1638233550426,05:52:30 2021/11/30,20.96,51.63,953.25,511.92,NORMAL,NORMAL,NORMAL
1638233610433,05:53:30 2021/11/30,20.97,51.61,953.26,511.88,NORMAL,NORMAL,NORMAL
1638233670440,05:54:30 2021/11/30,20.96,51.58,953.26,511.9,NORMAL,NORMAL,NORMAL
1638233730450,05:55:30 2021/11/30,20.96,51.66,953.27,511.83,NORMAL,NORMAL,NORMAL
1638233790453,05:56:30 2021/11/30,20.96,51.51,953.29,511.65,NORMAL,NORMAL,NORMAL
1638233850459,05:57:30 2021/11/30,20.95,51.58,953.27,511.78,NORMAL,NORMAL,NORMAL
1638233910466,05:58:30 2021/11/30,20.95,51.57,953.28,511.67,NORMAL,NORMAL,NORMAL
1638233970481,05:59:30 2021/11/30,20.95,51.51,953.29,511.58,NORMAL,NORMAL,NORMAL
1638234030581,06:00:30 2021/11/30,20.95,51.66,953.26,511.89,NORMAL,NORMAL,NORMAL
1638234090490,06:01:30 2021/11/30,20.96,51.6,953.31,511.45,NORMAL,NORMAL,NORMAL
1638234150501,06:02:30 2021/11/30,20.95,51.47,953.29,511.66,NORMAL,NORMAL,NORMAL
1638234210501,06:03:30 2021/11/30,20.94,51.52,953.26,511.89,NORMAL,NORMAL,NORMAL
1638234270506,06:04:30 2021/11/30,20.94,51.49,953.33,511.3,NORMAL,NORMAL,NORMAL
1638234330512,06:05:30 2021/11/30,20.93,51.57,953.26,511.91,NORMAL,NORMAL,NORMAL
1638234390520,06:06:30 2021/11/30,20.94,51.52,953.29,511.65,NORMAL,NORMAL,NORMAL
1638234450527,06:07:30 2021/11/30,20.94,51.53,953.29,511.57,NORMAL,NORMAL,NORMAL
1638234510536,06:08:30 2021/11/30,20.93,51.68,953.31,511.44,NORMAL,NORMAL,NORMAL
1638234570541,06:09:30 2021/11/30,20.93,51.52,953.31,511.43,NORMAL,NORMAL,NORMAL
1638234630545,06:10:30 2021/11/30,20.93,51.54,953.33,511.29,NORMAL,NORMAL,NORMAL
1638234690552,06:11:30 2021/11/30,20.93,51.59,953.35,511.05,NORMAL,NORMAL,NORMAL
1638234750558,06:12:30 2021/11/30,20.93,51.58,953.34,511.15,NORMAL,NORMAL,NORMAL
1638234810568,06:13:30 2021/11/30,20.93,51.57,953.37,510.94,NORMAL,NORMAL,NORMAL
1638234870573,06:14:30 2021/11/30,20.92,51.58,953.35,511.13,NORMAL,NORMAL,NORMAL
1638234930580,06:15:30 2021/11/30,20.92,51.56,953.33,511.28,NORMAL,NORMAL,NORMAL
1638234990593,06:16:30 2021/11/30,20.93,51.65,953.32,511.38,NORMAL,NORMAL,NORMAL
1638235050594,06:17:30 2021/11/30,20.91,51.5,953.31,511.4,NORMAL,NORMAL,NORMAL
1638235110599,06:18:30 2021/11/30,20.92,51.61,953.34,511.18,NORMAL,NORMAL,NORMAL
1638235170615,06:19:30 2021/11/30,20.92,51.63,953.36,511,NORMAL,NORMAL,NORMAL
1638235230623,06:20:30 2021/11/30,20.91,51.43,953.31,511.42,NORMAL,NORMAL,NORMAL
1638235290626,06:21:30 2021/11/30,20.91,51.58,953.35,511.07,NORMAL,NORMAL,NORMAL
1638235350629,06:22:30 2021/11/30,20.91,51.67,953.33,511.25,NORMAL,NORMAL,NORMAL
1638235410634,06:23:30 2021/11/30,20.91,51.54,953.32,511.36,NORMAL,NORMAL,NORMAL
1638235470639,06:24:30 2021/11/30,20.91,51.58,953.33,511.24,NORMAL,NORMAL,NORMAL
1638235530647,06:25:30 2021/11/30,20.91,51.8,953.35,511.08,NORMAL,NORMAL,NORMAL
1638235590653,06:26:30 2021/11/30,20.9,51.66,953.34,511.16,NORMAL,NORMAL,NORMAL
1638235650660,06:27:30 2021/11/30,20.9,51.57,953.37,510.95,NORMAL,NORMAL,NORMAL
1638235710670,06:28:30 2021/11/30,20.9,51.58,953.39,510.76,NORMAL,NORMAL,NORMAL
1638235770675,06:29:30 2021/11/30,20.9,51.55,953.38,510.79,NORMAL,NORMAL,NORMAL
1638235830682,06:30:30 2021/11/30,20.89,51.61,953.4,510.69,NORMAL,NORMAL,NORMAL
1638235890688,06:31:30 2021/11/30,20.89,51.54,953.41,510.55,NORMAL,NORMAL,NORMAL
1638235950694,06:32:30 2021/11/30,20.89,51.74,953.38,510.86,NORMAL,NORMAL,NORMAL
1638236010700,06:33:30 2021/11/30,20.89,51.64,953.45,510.19,NORMAL,NORMAL,NORMAL
1638236070707,06:34:30 2021/11/30,20.89,51.7,953.45,510.2,NORMAL,NORMAL,NORMAL
1638236130713,06:35:30 2021/11/30,20.89,51.55,953.47,510.02,NORMAL,NORMAL,NORMAL
1638236190522,06:36:30 2021/11/30,20.89,51.64,953.47,510.05,NORMAL,NORMAL,NORMAL
1638236250728,06:37:30 2021/11/30,20.89,51.7,953.45,510.2,NORMAL,NORMAL,NORMAL
1638236310739,06:38:30 2021/11/30,20.88,51.57,953.43,510.39,NORMAL,NORMAL,NORMAL
1638236370742,06:39:30 2021/11/30,20.89,51.5,953.46,510.14,NORMAL,NORMAL,NORMAL
1638236430747,06:40:30 2021/11/30,20.88,51.58,953.45,510.18,NORMAL,NORMAL,NORMAL
1638236490764,06:41:30 2021/11/30,20.88,51.64,953.48,509.96,NORMAL,NORMAL,NORMAL
1638236550758,06:42:30 2021/11/30,20.88,51.61,953.48,509.96,NORMAL,NORMAL,NORMAL
1638236610765,06:43:30 2021/11/30,20.88,51.61,953.48,509.95,NORMAL,NORMAL,NORMAL
1638236670771,06:44:30 2021/11/30,20.87,51.59,953.56,509.22,NORMAL,NORMAL,NORMAL
1638236730783,06:45:30 2021/11/30,20.87,51.62,953.52,509.57,NORMAL,NORMAL,NORMAL
1638236790784,06:46:30 2021/11/30,20.87,51.71,953.54,509.46,NORMAL,NORMAL,NORMAL
1638236850794,06:47:30 2021/11/30,20.87,51.55,953.53,509.51,NORMAL,NORMAL,NORMAL
1638236910797,06:48:30 2021/11/30,20.87,51.63,953.58,509.09,NORMAL,NORMAL,NORMAL
1638236970803,06:49:30 2021/11/30,20.86,51.54,953.59,508.95,NORMAL,NORMAL,NORMAL
1638237030814,06:50:30 2021/11/30,20.86,51.77,953.56,509.25,NORMAL,NORMAL,NORMAL
1638237090816,06:51:30 2021/11/30,20.86,51.6,953.59,509,NORMAL,NORMAL,NORMAL
1638237150823,06:52:30 2021/11/30,20.87,51.61,953.65,508.44,NORMAL,NORMAL,NORMAL
1638237210829,06:53:30 2021/11/30,20.86,51.42,953.64,508.57,NORMAL,NORMAL,NORMAL
1638237270836,06:54:30 2021/11/30,20.86,51.57,953.67,508.31,NORMAL,NORMAL,NORMAL
1638237330843,06:55:30 2021/11/30,20.86,51.5,953.71,507.93,NORMAL,NORMAL,NORMAL
1638237390850,06:56:30 2021/11/30,20.85,51.38,953.72,507.83,NORMAL,NORMAL,NORMAL
1638237450856,06:57:30 2021/11/30,20.85,51.69,953.74,507.66,NORMAL,NORMAL,NORMAL
1638237510863,06:58:30 2021/11/30,20.85,51.47,953.8,507.37,NORMAL,NORMAL,NORMAL
1638237570869,06:59:30 2021/11/30,20.84,51.43,953.78,507.3,NORMAL,NORMAL,NORMAL
1638237630876,07:00:30 2021/11/30,20.85,51.59,953.81,507.05,NORMAL,NORMAL,NORMAL
1638237690882,07:01:30 2021/11/30,20.85,51.47,953.87,506.56,NORMAL,NORMAL,NORMAL
1638237750897,07:02:30 2021/11/30,20.85,51.57,953.9,506.28,NORMAL,NORMAL,NORMAL
1638237810904,07:03:30 2021/11/30,20.84,51.59,953.89,506.36,NORMAL,NORMAL,NORMAL
1638237870902,07:04:30 2021/11/30,20.84,51.53,953.88,506.48,NORMAL,NORMAL,NORMAL
1638237930909,07:05:30 2021/11/30,20.84,51.6,953.9,506.29,NORMAL,NORMAL,NORMAL
1638237990915,07:06:30 2021/11/30,20.83,51.63,953.93,506.04,NORMAL,NORMAL,NORMAL
1638238050933,07:07:30 2021/11/30,20.83,51.6,953.92,506.14,NORMAL,NORMAL,NORMAL
1638238110945,07:08:30 2021/11/30,20.84,51.63,953.93,506.04,NORMAL,NORMAL,NORMAL
1638238170934,07:09:30 2021/11/30,20.83,51.69,953.97,505.65,NORMAL,NORMAL,NORMAL
1638238230941,07:10:30 2021/11/30,20.83,51.52,953.96,505.79,NORMAL,NORMAL,NORMAL
1638238290948,07:11:30 2021/11/30,20.83,51.62,954,505.43,NORMAL,NORMAL,NORMAL
1638238350955,07:12:30 2021/11/30,20.83,51.6,954,505.43,NORMAL,NORMAL,NORMAL
1638238410963,07:13:30 2021/11/30,20.83,51.65,954.03,505.18,NORMAL,NORMAL,NORMAL
1638238470968,07:14:30 2021/11/30,20.82,51.72,954.06,504.92,NORMAL,NORMAL,NORMAL
1638238530974,07:15:30 2021/11/30,20.83,51.55,954.08,504.73,NORMAL,NORMAL,NORMAL
1638238590983,07:16:30 2021/11/30,20.82,51.53,954.07,504.83,NORMAL,NORMAL,NORMAL
1638238650987,07:17:30 2021/11/30,20.82,51.66,954.02,505.21,NORMAL,NORMAL,NORMAL
1638238710996,07:18:30 2021/11/30,20.82,51.61,954.04,505.09,NORMAL,NORMAL,NORMAL
1638238771001,07:19:31 2021/11/30,20.82,51.79,954.04,505.02,NORMAL,NORMAL,NORMAL
1638238831009,07:20:31 2021/11/30,20.82,51.75,954.07,504.77,NORMAL,NORMAL,NORMAL
1638238891023,07:21:31 2021/11/30,20.82,51.62,954.06,504.86,NORMAL,NORMAL,NORMAL
