timestamp,readingtime,temperature,humidity,pressure,altitude,temperature status,humidity status,pressure status
1638238951021,07:22:31 2021/11/30,20.82,51.63,954.08,504.73,NORMAL,NORMAL,NORMAL
1638239011029,07:23:31 2021/11/30,20.82,51.5,954.1,504.54,NORMAL,NORMAL,NORMAL
1638239071034,07:24:31 2021/11/30,20.82,51.75,954.11,504.46,NORMAL,NORMAL,NORMAL
1638239131041,07:25:31 2021/11/30,20.81,51.52,954.13,504.27,NORMAL,NORMAL,NORMAL
1638239190950,07:26:30 2021/11/30,20.82,51.6,954.15,504.12,NORMAL,NORMAL,NORMAL
1638239251056,07:27:31 2021/11/30,20.81,51.63,954.18,503.8,NORMAL,NORMAL,NORMAL
1638239311068,07:28:31 2021/11/30,20.81,51.56,954.18,503.86,NORMAL,NORMAL,NORMAL
1638239371092,07:29:31 2021/11/30,20.81,51.61,954.16,504,NORMAL,NORMAL,NORMAL
1638239431079,07:30:31 2021/11/30,20.8,51.51,954.12,504.39,NORMAL,NORMAL,NORMAL
1638239491081,07:31:31 2021/11/30,20.81,51.38,954.15,504.05,NORMAL,NORMAL,NORMAL
1638239551087,07:32:31 2021/11/30,20.81,51.71,954.11,504.46,NORMAL,NORMAL,NORMAL
1638239611094,07:33:31 2021/11/30,20.81,51.73,954.16,504.02,NORMAL,NORMAL,NORMAL
1638239671100,07:34:31 2021/11/30,20.82,51.55,954.12,504.37,NORMAL,NORMAL,NORMAL
1638239731107,07:35:31 2021/11/30,20.82,51.54,954.12,504.33,NORMAL,NORMAL,NORMAL
1638239791114,07:36:31 2021/11/30,20.83,51.59,954.16,503.99,NORMAL,NORMAL,NORMAL
1638239851120,07:37:31 2021/11/30,20.83,51.61,954.2,503.69,NORMAL,NORMAL,NORMAL
1638239911126,07:38:31 2021/11/30,20.83,51.74,954.2,503.66,NORMAL,NORMAL,NORMAL
1638239971031,07:39:31 2021/11/30,20.85,51.79,954.21,503.53,NORMAL,NORMAL,NORMAL
1638240031144,07:40:31 2021/11/30,20.85,51.73,954.23,503.38,NORMAL,NORMAL,NORMAL
1638240091148,07:41:31 2021/11/30,20.83,51.65,954.19,503.77,NORMAL,NORMAL,NORMAL
1638240151051,07:42:31 2021/11/30,20.85,51.68,954.25,503.24,NORMAL,NORMAL,NORMAL
1638240211058,07:43:31 2021/11/30,20.87,51.6,954.24,503.29,NORMAL,NORMAL,NORMAL
1638240271065,07:44:31 2021/11/30,20.86,51.61,954.26,503.13,NORMAL,NORMAL,NORMAL
1638240331077,07:45:31 2021/11/30,20.86,51.62,954.25,503.26,NORMAL,NORMAL,NORMAL
1638240390986,07:46:30 2021/11/30,20.87,51.65,954.25,503.26,NORMAL,NORMAL,NORMAL
1638240451085,07:47:31 2021/11/30,20.88,51.59,954.27,503.05,NORMAL,NORMAL,NORMAL
1638240511092,07:48:31 2021/11/30,20.88,51.49,954.27,503.02,NORMAL,NORMAL,NORMAL
1638240571108,07:49:31 2021/11/30,20.89,51.48,954.29,502.9,NORMAL,NORMAL,NORMAL
1638240631121,07:50:31 2021/11/30,20.89,51.42,954.26,503.16,NORMAL,NORMAL,NORMAL
1638240691118,07:51:31 2021/11/30,20.91,51.55,954.27,503.08,NORMAL,NORMAL,NORMAL
1638240751117,07:52:31 2021/11/30,20.91,51.48,954.28,502.99,NORMAL,NORMAL,NORMAL
1638240811124,07:53:31 2021/11/30,20.93,51.48,954.26,503.14,NORMAL,NORMAL,NORMAL
1638240871132,07:54:31 2021/11/30,20.92,51.46,954.26,503.09,NORMAL,NORMAL,NORMAL
1638240931139,07:55:31 2021/11/30,20.92,51.33,954.24,503.3,NORMAL,NORMAL,NORMAL
1638240991146,07:56:31 2021/11/30,20.97,51.35,954.31,502.7,NORMAL,NORMAL,NORMAL
1638241051151,07:57:31 2021/11/30,20.97,51.2,954.27,503.04,NORMAL,NORMAL,NORMAL
1638241111158,07:58:31 2021/11/30,20.97,51.26,954.32,502.58,NORMAL,NORMAL,NORMAL
1638241171166,07:59:31 2021/11/30,20.98,51.23,954.32,502.62,NORMAL,NORMAL,NORMAL
1638241231189,08:00:31 2021/11/30,20.99,51.21,954.32,502.58,NORMAL,NORMAL,NORMAL
1638241292620,08:01:32 2021/11/30,21.01,51.26,954.36,502.25,NORMAL,NORMAL,NORMAL
1638241351186,08:02:31 2021/11/30,21.04,51.18,954.35,502.37,NORMAL,NORMAL,NORMAL
1638241411193,08:03:31 2021/11/30,21.04,51.2,954.36,502.24,NORMAL,NORMAL,NORMAL
1638241471198,08:04:31 2021/11/30,21.06,51.18,954.41,501.81,NORMAL,NORMAL,NORMAL
1638241531206,08:05:31 2021/11/30,21.06,51.21,954.4,501.87,NORMAL,NORMAL,NORMAL
1638241591212,08:06:31 2021/11/30,21.06,51.07,954.37,502.17,NORMAL,NORMAL,NORMAL
1638241651223,08:07:31 2021/11/30,21.06,51.08,954.39,502.02,NORMAL,NORMAL,NORMAL
1638241711226,08:08:31 2021/11/30,21.1,51.07,954.44,501.57,NORMAL,NORMAL,NORMAL
1638241771236,08:09:31 2021/11/30,21.11,51.03,954.47,501.3,NORMAL,NORMAL,NORMAL
1638241831249,08:10:31 2021/11/30,21.11,51.06,954.46,501.39,NORMAL,NORMAL,NORMAL
1638241891254,08:11:31 2021/11/30,21.11,50.98,954.47,501.3,NORMAL,NORMAL,NORMAL
1638241951249,08:12:31 2021/11/30,21.1,51.03,954.48,501.21,NORMAL,NORMAL,NORMAL
1638242011268,08:13:31 2021/11/30,21.13,50.87,954.51,500.96,NORMAL,NORMAL,NORMAL
1638242071261,08:14:31 2021/11/30,21.15,50.81,954.52,500.83,NORMAL,NORMAL,NORMAL
1638242131267,08:15:31 2021/11/30,21.17,50.87,954.51,500.93,NORMAL,NORMAL,NORMAL
1638242191072,08:16:31 2021/11/30,21.17,51.03,954.53,500.77,NORMAL,NORMAL,NORMAL
1638242251078,08:17:31 2021/11/30,21.19,50.92,954.53,500.79,NORMAL,NORMAL,NORMAL
1638242311085,08:18:31 2021/11/30,21.21,50.75,954.59,500.29,NORMAL,NORMAL,NORMAL
1638242371093,08:19:31 2021/11/30,21.22,50.76,954.6,500.16,NORMAL,NORMAL,NORMAL
1638242431108,08:20:31 2021/11/30,21.23,50.75,954.61,500.11,NORMAL,NORMAL,NORMAL
1638242491105,08:21:31 2021/11/30,21.25,50.81,954.65,499.72,NORMAL,NORMAL,NORMAL
1638242551113,08:22:31 2021/11/30,21.25,50.78,954.61,500.07,NORMAL,NORMAL,NORMAL
1638242611118,08:23:31 2021/11/30,21.27,50.78,954.62,499.95,NORMAL,NORMAL,NORMAL
1638242671124,08:24:31 2021/11/30,21.28,50.66,954.61,500.1,NORMAL,NORMAL,NORMAL
1638242731132,08:25:31 2021/11/30,21.3,50.63,954.62,500.02,NORMAL,NORMAL,NORMAL
1638242791138,08:26:31 2021/11/30,21.3,50.56,954.6,500.32,NORMAL,NORMAL,NORMAL
1638242851143,08:27:31 2021/11/30,21.32,50.47,954.58,500.38,NORMAL,NORMAL,NORMAL
1638242911150,08:28:31 2021/11/30,21.34,50.54,954.56,500.48,NORMAL,NORMAL,NORMAL
1638242971168,08:29:31 2021/11/30,21.33,50.49,954.56,500.49,NORMAL,NORMAL,NORMAL
1638243031163,08:30:31 2021/11/30,21.36,50.53,954.56,500.5,NORMAL,NORMAL,NORMAL
1638243091173,08:31:31 2021/11/30,21.36,50.41,954.59,500.24,NORMAL,NORMAL,NORMAL
1638243151202,08:32:31 2021/11/30,21.36,50.46,954.57,500.43,NORMAL,NORMAL,NORMAL
1638243211183,08:33:31 2021/11/30,21.37,50.25,954.57,500.42,NORMAL,NORMAL,NORMAL
1638243271190,08:34:31 2021/11/30,21.39,50.38,954.62,500.01,NORMAL,NORMAL,NORMAL
1638243331197,08:35:31 2021/11/30,21.4,50.39,954.64,499.84,NORMAL,NORMAL,NORMAL
1638243391219,08:36:31 2021/11/30,21.4,50.45,954.63,499.94,NORMAL,NORMAL,NORMAL
1638243451210,08:37:31 2021/11/30,21.39,50.29,954.6,500.16,NORMAL,NORMAL,NORMAL
1638243511217,08:38:31 2021/11/30,21.42,50.15,954.61,500.11,NORMAL,NORMAL,NORMAL
1638243571224,08:39:31 2021/11/30,21.44,50.2,954.59,500.29,NORMAL,NORMAL,NORMAL
1638243631231,08:40:31 2021/11/30,21.45,50.28,954.61,500.07,NORMAL,NORMAL,NORMAL
1638243691238,08:41:31 2021/11/30,21.42,50.13,954.55,500.62,NORMAL,NORMAL,NORMAL
1638243751247,08:42:31 2021/11/30,21.45,50.22,954.59,500.28,NORMAL,NORMAL,NORMAL
1638243811251,08:43:31 2021/11/30,21.46,50.22,954.61,500.05,NORMAL,NORMAL,NORMAL
1638243871258,08:44:31 2021/11/30,21.48,50.15,954.62,500.02,NORMAL,NORMAL,NORMAL
1638243931263,08:45:31 2021/11/30,21.51,50.09,954.63,499.86,NORMAL,NORMAL,NORMAL
1638243991280,08:46:31 2021/11/30,21.51,50.13,954.68,499.8,NORMAL,NORMAL,NORMAL
1638244051386,08:47:31 2021/11/30,21.54,50.15,954.66,499.62,NORMAL,NORMAL,NORMAL
1638244111296,08:48:31 2021/11/30,21.54,49.99,954.67,499.58,NORMAL,NORMAL,NORMAL
1638244171396,08:49:31 2021/11/30,21.54,49.68,954.68,499.48,NORMAL,NORMAL,NORMAL
1638244231402,08:50:31 2021/11/30,21.58,50,954.7,499.3,NORMAL,NORMAL,NORMAL
1638244291411,08:51:31 2021/11/30,21.6,50.09,954.74,499.09,NORMAL,NORMAL,NORMAL
1638244351413,08:52:31 2021/11/30,21.59,49.86,954.74,498.92,NORMAL,NORMAL,NORMAL
1638244411426,08:53:31 2021/11/30,21.58,49.86,954.79,498.46,NORMAL,NORMAL,NORMAL
1638244471427,08:54:31 2021/11/30,21.6,49.93,954.78,498.55,NORMAL,NORMAL,NORMAL
1638244531434,08:55:31 2021/11/30,21.63,49.72,954.79,498.48,NORMAL,NORMAL,NORMAL
1638244591443,08:56:31 2021/11/30,21.67,49.73,954.82,498.25,NORMAL,NORMAL,NORMAL
1638244651445,08:57:31 2021/11/30,21.66,49.87,954.82,498.22,NORMAL,NORMAL,NORMAL
1638244711482,08:58:31 2021/11/30,21.68,49.8,954.8,498.37,NORMAL,NORMAL,NORMAL
1638244771458,08:59:31 2021/11/30,21.71,49.85,954.8,498.38,NORMAL,NORMAL,NORMAL
1638244831467,09:00:31 2021/11/30,21.7,49.67,954.85,497.96,NORMAL,NORMAL,NORMAL
1638244891484,09:01:31 2021/11/30,21.73,49.61,954.84,498.04,NORMAL,NORMAL,NORMAL
1638244951478,09:02:31 2021/11/30,21.76,49.7,954.86,497.93,NORMAL,NORMAL,NORMAL
1638245011491,09:03:31 2021/11/30,21.77,49.8,954.87,497.84,NORMAL,NORMAL,NORMAL
1638245071508,09:04:31 2021/11/30,21.78,49.52,954.89,497.6,NORMAL,NORMAL,NORMAL
1638245131504,09:05:31 2021/11/30,21.81,49.52,954.91,497.48,NORMAL,NORMAL,NORMAL
1638245191503,09:06:31 2021/11/30,21.81,49.43,954.94,497.18,NORMAL,NORMAL,NORMAL
1638245251516,09:07:31 2021/11/30,21.84,49.44,954.94,497.17,NORMAL,NORMAL,NORMAL
1638245311527,09:08:31 2021/11/30,21.86,49.34,954.94,497.18,NORMAL,NORMAL,NORMAL
1638245371524,09:09:31 2021/11/30,21.86,49.23,954.96,497.04,NORMAL,NORMAL,NORMAL
1638245431535,09:10:31 2021/11/30,21.89,49.37,954.95,497.08,NORMAL,NORMAL,NORMAL
1638245491548,09:11:31 2021/11/30,21.9,49.32,954.95,497.11,NORMAL,NORMAL,NORMAL
1638245551544,09:12:31 2021/11/30,21.9,49.14,954.95,497.11,NORMAL,NORMAL,NORMAL
1638245611551,09:13:31 2021/11/30,21.92,49.32,954.96,497.03,NORMAL,NORMAL,NORMAL
1638245671567,09:14:31 2021/11/30,21.96,49.27,954.89,497.56,NORMAL,NORMAL,NORMAL
1638245731566,09:15:31 2021/11/30,21.95,49.07,954.93,497.29,NORMAL,NORMAL,NORMAL
1638245791574,09:16:31 2021/11/30,21.97,49.17,954.91,497.46,NORMAL,NORMAL,NORMAL
1638245851598,09:17:31 2021/11/30,22,49.03,954.91,497.49,NORMAL,NORMAL,NORMAL
1638245911584,09:18:31 2021/11/30,22.01,48.85,954.89,497.66,NORMAL,NORMAL,NORMAL
1638245971596,09:19:31 2021/11/30,22.02,49.13,954.9,497.54,NORMAL,NORMAL,NORMAL
1638246031597,09:20:31 2021/11/30,22.04,49.07,954.88,497.73,NORMAL,NORMAL,NORMAL
1638246091604,09:21:31 2021/11/30,22.05,49,954.91,497.49,NORMAL,NORMAL,NORMAL
1638246151611,09:22:31 2021/11/30,22.06,48.98,954.94,497.23,NORMAL,NORMAL,NORMAL
1638246211617,09:23:31 2021/11/30,22.08,48.86,954.9,497.56,NORMAL,NORMAL,NORMAL
1638246271521,09:24:31 2021/11/30,22.06,48.98,954.91,497.41,NORMAL,NORMAL,NORMAL
1638246331528,09:25:31 2021/11/30,22.1,48.8,954.92,497.34,NORMAL,NORMAL,NORMAL
1638246391537,09:26:31 2021/11/30,22.1,48.74,954.96,497.04,NORMAL,NORMAL,NORMAL
1638246451544,09:27:31 2021/11/30,22.11,48.63,954.94,497.22,NORMAL,NORMAL,NORMAL
1638246511449,09:28:31 2021/11/30,22.1,48.73,954.94,497.2,NORMAL,NORMAL,NORMAL
1638246571554,09:29:31 2021/11/30,22.12,48.71,954.98,496.86,NORMAL,NORMAL,NORMAL
1638246631561,09:30:31 2021/11/30,22.13,48.52,954.98,496.81,NORMAL,NORMAL,NORMAL
1638246691567,09:31:31 2021/11/30,22.12,48.65,954.95,497.13,NORMAL,NORMAL,NORMAL
1638246751576,09:32:31 2021/11/30,22.15,48.62,954.98,496.88,NORMAL,NORMAL,NORMAL
1638246811582,09:33:31 2021/11/30,22.16,48.42,954.98,496.84,NORMAL,NORMAL,NORMAL
1638246871497,09:34:31 2021/11/30,22.15,48.79,954.97,496.94,NORMAL,NORMAL,NORMAL
1638246931632,09:35:31 2021/11/30,22.16,48.66,954.97,496.9,NORMAL,NORMAL,NORMAL
1638246991611,09:36:31 2021/11/30,22.2,48.66,954.98,496.83,NORMAL,NORMAL,NORMAL
1638247051617,09:37:31 2021/11/30,22.19,48.6,954.98,496.81,NORMAL,NORMAL,NORMAL
1638247111614,09:38:31 2021/11/30,22.18,48.62,954.94,497.19,NORMAL,NORMAL,NORMAL
1638247171620,09:39:31 2021/11/30,22.19,48.56,954.98,496.8,NORMAL,NORMAL,NORMAL
1638247231634,09:40:31 2021/11/30,22.23,48.64,954.99,496.74,NORMAL,NORMAL,NORMAL
1638247291645,09:41:31 2021/11/30,22.18,48.58,954.93,497.25,NORMAL,NORMAL,NORMAL
1638247351643,09:42:31 2021/11/30,22.18,48.35,954.92,497.33,NORMAL,NORMAL,NORMAL
1638247411648,09:43:31 2021/11/30,22.22,48.67,954.94,497.2,NORMAL,NORMAL,NORMAL
1638247471652,09:44:31 2021/11/30,22.22,48.48,954.96,496.98,NORMAL,NORMAL,NORMAL
1638247531660,09:45:31 2021/11/30,22.17,48.42,954.91,497.48,NORMAL,NORMAL,NORMAL
1638247591668,09:46:31 2021/11/30,22.23,48.44,954.95,497.15,NORMAL,NORMAL,NORMAL
1638247651676,09:47:31 2021/11/30,22.22,48.39,954.93,497.26,NORMAL,NORMAL,NORMAL
1638247711680,09:48:31 2021/11/30,22.23,48.54,954.94,497.15,NORMAL,NORMAL,NORMAL
1638247771687,09:49:31 2021/11/30,22.24,48.5,954.93,497.27,NORMAL,NORMAL,NORMAL
1638247831798,09:50:31 2021/11/30,22.23,48.29,954.97,496.93,NORMAL,NORMAL,NORMAL
1638247891707,09:51:31 2021/11/30,22.28,48.32,954.95,497.12,NORMAL,NORMAL,NORMAL
1638247951708,09:52:31 2021/11/30,22.28,48.58,954.96,497.06,NORMAL,NORMAL,NORMAL
1638248011823,09:53:31 2021/11/30,22.29,48.48,954.92,497.35,NORMAL,NORMAL,NORMAL
1638248071824,09:54:31 2021/11/30,22.31,48.37,954.99,496.79,NORMAL,NORMAL,NORMAL
1638248131832,09:55:31 2021/11/30,22.33,48.41,954.96,497.05,NORMAL,NORMAL,NORMAL
1638248191837,09:56:31 2021/11/30,22.33,48.3,954.99,496.77,NORMAL,NORMAL,NORMAL
1638248251846,09:57:31 2021/11/30,22.33,48.18,954.96,497.02,NORMAL,NORMAL,NORMAL
1638248311852,09:58:31 2021/11/30,22.3,48.37,954.96,497.04,NORMAL,NORMAL,NORMAL
1638248371865,09:59:31 2021/11/30,22.33,48.32,954.99,496.92,NORMAL,NORMAL,NORMAL
1638248431870,10:00:31 2021/11/30,22.34,48.18,954.98,496.87,NORMAL,NORMAL,NORMAL
1638248491871,10:01:31 2021/11/30,22.34,48.23,954.96,497.02,NORMAL,NORMAL,NORMAL
1638248551882,10:02:31 2021/11/30,22.34,48.36,955.01,496.59,NORMAL,NORMAL,NORMAL
1638248611889,10:03:31 2021/11/30,22.34,48.33,955,496.66,NORMAL,NORMAL,NORMAL
1638248671889,10:04:31 2021/11/30,22.35,48.27,955.01,496.56,NORMAL,NORMAL,NORMAL
1638248731898,10:05:31 2021/11/30,22.37,48.09,955.01,496.56,NORMAL,NORMAL,NORMAL
1638248791906,10:06:31 2021/11/30,22.35,48.13,955.03,496.38,NORMAL,NORMAL,NORMAL
1638248851912,10:07:31 2021/11/30,22.37,48.08,955.06,496.12,NORMAL,NORMAL,NORMAL
1638248911916,10:08:31 2021/11/30,22.4,48.24,955.08,495.95,NORMAL,NORMAL,NORMAL
1638248971925,10:09:31 2021/11/30,22.41,48,955.12,495.62,NORMAL,NORMAL,NORMAL
1638249031929,10:10:31 2021/11/30,22.42,48.08,955.11,495.73,NORMAL,NORMAL,NORMAL
1638249091935,10:11:31 2021/11/30,22.44,47.78,955.12,495.61,NORMAL,NORMAL,NORMAL
1638249151942,10:12:31 2021/11/30,22.43,47.98,955.15,495.37,NORMAL,NORMAL,NORMAL
1638249211949,10:13:31 2021/11/30,22.42,48.22,955.11,495.68,NORMAL,NORMAL,NORMAL
1638249271957,10:14:31 2021/11/30,22.41,47.77,955.12,495.6,NORMAL,NORMAL,NORMAL
1638249331971,10:15:31 2021/11/30,22.4,48.1,955.12,495.62,NORMAL,NORMAL,NORMAL
1638249391969,10:16:31 2021/11/30,22.42,48.06,955.11,495.73,NORMAL,NORMAL,NORMAL
1638249451973,10:17:31 2021/11/30,22.42,47.97,955.09,495.91,NORMAL,NORMAL,NORMAL
1638249511985,10:18:31 2021/11/30,22.44,47.99,955.1,495.78,NORMAL,NORMAL,NORMAL
1638249571992,10:19:31 2021/11/30,22.46,47.88,955.07,496.03,NORMAL,NORMAL,NORMAL
1638249632001,10:20:32 2021/11/30,22.46,47.92,955.09,495.85,NORMAL,NORMAL,NORMAL
1638249692013,10:21:32 2021/11/30,22.46,47.93,955.11,495.75,NORMAL,NORMAL,NORMAL
1638249752012,10:22:32 2021/11/30,22.47,47.97,955.09,495.78,NORMAL,NORMAL,NORMAL
1638249812024,10:23:32 2021/11/30,22.49,48.04,955.1,495.81,NORMAL,NORMAL,NORMAL
1638249872034,10:24:32 2021/11/30,22.44,47.86,955.09,495.84,NORMAL,NORMAL,NORMAL
1638249932036,10:25:32 2021/11/30,22.46,48.18,955.04,496.31,NORMAL,NORMAL,NORMAL
1638249992034,10:26:32 2021/11/30,22.47,47.97,955.05,496.24,NORMAL,NORMAL,NORMAL
1638250052041,10:27:32 2021/11/30,22.47,48.12,955.04,496.35,NORMAL,NORMAL,NORMAL
1638250112527,10:28:32 2021/11/30,22.47,48.03,955.07,496.07,NORMAL,NORMAL,NORMAL
1638250172056,10:29:32 2021/11/30,22.48,47.85,955.04,496.28,NORMAL,NORMAL,NORMAL
1638250232066,10:30:32 2021/11/30,22.48,47.96,955,496.69,NORMAL,NORMAL,NORMAL
1638250292070,10:31:32 2021/11/30,22.49,47.8,955.02,496.52,NORMAL,NORMAL,NORMAL
1638250352076,10:32:32 2021/11/30,22.49,47.75,955.01,496.57,NORMAL,NORMAL,NORMAL
1638250412083,10:33:32 2021/11/30,22.46,47.93,955.01,496.6,NORMAL,NORMAL,NORMAL
1638250472086,10:34:32 2021/11/30,22.46,48.1,954.98,496.81,NORMAL,NORMAL,NORMAL
1638250531991,10:35:31 2021/11/30,22.48,47.79,954.96,497.04,NORMAL,NORMAL,NORMAL
1638250591999,10:36:31 2021/11/30,22.48,47.93,954.96,497,NORMAL,NORMAL,NORMAL
1638250652005,10:37:32 2021/11/30,22.5,47.86,954.94,497.2,NORMAL,NORMAL,NORMAL
1638250712014,10:38:32 2021/11/30,22.48,47.8,954.87,497.84,NORMAL,NORMAL,NORMAL
1638250772017,10:39:32 2021/11/30,22.5,48.05,954.83,498.15,NORMAL,NORMAL,NORMAL
1638250832024,10:40:32 2021/11/30,22.5,47.82,954.84,498.09,NORMAL,NORMAL,NORMAL
1638250892033,10:41:32 2021/11/30,22.5,47.85,954.78,498.56,NORMAL,NORMAL,NORMAL
1638250952041,10:42:32 2021/11/30,22.51,47.96,954.77,498.67,NORMAL,NORMAL,NORMAL
1638251012043,10:43:32 2021/11/30,22.52,47.76,954.68,499.42,NORMAL,NORMAL,NORMAL
1638251072075,10:44:32 2021/11/30,22.51,48.05,954.73,499.06,NORMAL,NORMAL,NORMAL
1638251132059,10:45:32 2021/11/30,22.52,48.01,954.67,499.57,NORMAL,NORMAL,NORMAL
1638251192181,10:46:32 2021/11/30,22.52,47.96,954.61,500.05,NORMAL,NORMAL,NORMAL
1638251252078,10:47:32 2021/11/30,22.52,47.96,954.6,500.15,NORMAL,NORMAL,NORMAL
1638251312223,10:48:32 2021/11/30,22.51,47.93,954.6,500.16,NORMAL,NORMAL,NORMAL
1638251372087,10:49:32 2021/11/30,22.53,47.87,954.61,500.07,NORMAL,NORMAL,NORMAL
1638251432090,10:50:32 2021/11/30,22.52,47.94,954.57,500.41,NORMAL,NORMAL,NORMAL
1638251492096,10:51:32 2021/11/30,22.53,47.86,954.54,500.65,NORMAL,NORMAL,NORMAL
1638251552102,10:52:32 2021/11/30,22.54,47.96,954.56,500.52,NORMAL,NORMAL,NORMAL
1638251612114,10:53:32 2021/11/30,22.54,47.95,954.56,500.55,NORMAL,NORMAL,NORMAL
1638251672117,10:54:32 2021/11/30,22.55,47.74,954.55,500.62,NORMAL,NORMAL,NORMAL
1638251732121,10:55:32 2021/11/30,22.55,47.87,954.54,500.71,NORMAL,NORMAL,NORMAL
1638251792131,10:56:32 2021/11/30,22.56,47.88,954.56,500.5,NORMAL,NORMAL,NORMAL
1638251852136,10:57:32 2021/11/30,22.57,47.84,954.54,500.78,NORMAL,NORMAL,NORMAL
1638251912150,10:58:32 2021/11/30,22.58,47.93,954.54,500.71,NORMAL,NORMAL,NORMAL
1638251972153,10:59:32 2021/11/30,22.57,47.93,954.51,500.98,NORMAL,NORMAL,NORMAL
1638252032158,11:00:32 2021/11/30,22.57,47.77,954.46,501.42,NORMAL,NORMAL,NORMAL
1638252092163,11:01:32 2021/11/30,22.56,47.9,954.47,501.32,NORMAL,NORMAL,NORMAL
1638252152168,11:02:32 2021/11/30,22.58,47.77,954.46,501.34,NORMAL,NORMAL,NORMAL
1638252212183,11:03:32 2021/11/30,22.58,47.98,954.43,501.62,NORMAL,NORMAL,NORMAL
1638252272192,11:04:32 2021/11/30,22.59,47.79,954.41,501.81,NORMAL,NORMAL,NORMAL
